Sl_No,State,District,District_Code,Crop,Season,Sowing_Period,Harvesting_Period,Sow_From_Day,Sow_From_Mon,Sow_To_Day,Sow_To_Mon,Harv_From_Day,Harv_From_Mon,Harv_To_Day,Harv_To_Mon,PDF_Page,Selector_Crop_Category
1838,Gujarat,Patan,470,Cotton,Kharif,5th to 12th june,20th Feb to 3th March,5,6,12,6,20,2,3,3,40,COTTON
1839,Gujarat,Patan,470,Sesamum,Kharif,15th to 23th July,25th Oct to 10th November,15,7,23,7,25,10,10,11,40,SESAMUM
1840,Gujarat,Patan,470,Wheat,Rabi,5th to 10th November,10th to 25th March,5,11,10,11,10,3,25,3,40,WHEAT
1841,Gujarat,Patan,470,Gram,Rabi,20th to 23th Octomber,20th Feb. to 5th March,20,10,23,10,20,2,5,3,40,CHICKPEA
1842,Gujarat,Patan,470,Mustard,Rabi,25th to 30th October,15th to 20th February,25,10,30,10,15,2,20,2,40,RAPESEEDANDMUSTARD
1847,Gujarat,Patan,470,Pearl millet,Summer,18th to 25th February,18th to 30th May,18,2,25,2,18,5,30,5,40,PEARLMILLET
1850,Gujarat,Banaskantha,,Pearl millet,Kharif,25th to 30th june,27th Sept to 5th Octo,25,6,30,6,27,9,5,10,40,PEARLMILLET
1851,Gujarat,Banaskantha,,Sorghum,Kharif,10th july to 13th july,10th to 20th October,10,7,13,7,10,10,20,10,40,SORGHUM
1855,Gujarat,Banaskantha,,Pigeonpea,Kharif,15th to 30th September,15th to 25th January,15,9,30,9,15,1,25,1,40,PIGEONPEA
1856,Gujarat,Banaskantha,,Castor,Kharif,10th to 15th August,25th Feb to 5th March,10,8,15,8,25,2,5,3,40,CASTOR
1857,Gujarat,Banaskantha,,Cotton,Kharif,5th to 12th june,20th Feb to 3th March,5,6,12,6,20,2,3,3,40,COTTON
1858,Gujarat,Banaskantha,,Sesamum,Kharif,15th to 23th July,25th Oct to 10th November,15,7,23,7,25,10,10,11,40,SESAMUM
1859,Gujarat,Banaskantha,,Groundnut,Kharif,15th june to 5th July,15th Sept. to 5th Octomber,15,6,5,7,15,9,5,10,40,GROUNDNUT
1861,Gujarat,Banaskantha,469 469 469 469 469 469 469 469 469 469 469,Wheat,Rabi,5th to 10th November,10th to 25th March,5,11,10,11,10,3,25,3,41,WHEAT
1863,Gujarat,Banaskantha,,Mustard,Rabi,25th to 30th October,15th to 20th February,25,10,30,10,15,2,20,2,41,RAPESEEDANDMUSTARD
1867,Gujarat,Banaskantha,,Potato,Rabi,15th Nov to 15th Dec,15th Feb to15th March,15,11,15,12,15,2,15,3,41,POTATOES
1868,Gujarat,Banaskantha,,Pearl millet,Summer,18th to 25th February,18th to 30th May,18,2,25,2,18,5,30,5,41,PEARLMILLET
1871,Gujarat,Banaskantha,,Groundnut,Summer,15th Jan. to 10th February,20th March to 15th April,15,1,10,2,20,3,15,4,41,GROUNDNUT
1872,Gujarat,Mahesana,471,Pearl millet,kharif,25th to 30th june,27th Sept to 5th Octo,25,6,30,6,27,9,5,10,41,PEARLMILLET
1873,Gujarat,Mahesana,471,Sorghum,kharif,10th july to 13th july,10th to 20th October,10,7,13,7,10,10,20,10,41,SORGHUM
1877,Gujarat,Mahesana,471,Castor,kharif,10th to 15th August,25th Feb to 5th March,10,8,15,8,25,2,5,3,41,CASTOR
1878,Gujarat,Mahesana,471,Cotton,kharif,5th to 12th june,20th Feb to 3th March,5,6,12,6,20,2,3,3,41,COTTON
1879,Gujarat,Mahesana,471,Sesamum,kharif,15th to 23th July,25th Oct to 10th November,15,7,23,7,25,10,10,11,41,SESAMUM
1880,Gujarat,Mahesana,471,Groundnut,kharif,15th june to 5th July,15th Sept. to 5th Octomber,15,6,5,7,15,9,5,10,41,GROUNDNUT
1882,Gujarat,Mahesana,471,Rice,kharif,10th June to 15th July,15th Octo. to 15th Nov.,10,6,15,7,15,10,15,11,41,RICE
1883,Gujarat,Mahesana,471,Wheat,Rabi,5th to 10th November,10th to 25th March,5,11,10,11,10,3,25,3,41,WHEAT
1884,Gujarat,Mahesana,471,Gram,Rabi,20th to 23th Octomber,20th to 5th March,20,10,23,10,20,3,5,3,41,CHICKPEA
1885,Gujarat,Mahesana,471,Mustard,Rabi,25th to 30th October,15th to 20th February,25,10,30,10,15,2,20,2,41,RAPESEEDANDMUSTARD
1889,Gujarat,Mahesana,471,Pearl millet,Summer,18th to 25th February,18th to 30th May,18,2,25,2,18,5,30,5,41,PEARLMILLET
1892,Gujarat,Mahesana,471,Groundnut,Summer,10th jan to 15th March,10th May to 25th May,10,1,15,3,10,5,25,5,41,GROUNDNUT
1893,Gujarat,Mahesana,471,Rice,Summer,15th Feb to 10th March,15th May to 10th June,15,2,10,3,15,5,10,6,41,RICE
1894,Gujarat,Sabarakantha,476,Pearl millet,kharif,25th to 30th june,27th Sept to 5th Octo,25,6,30,6,27,9,5,10,41,PEARLMILLET
1895,Gujarat,Sabarakantha,476,Sorghum,kharif,10th july to 13th july,10th to 20th October,10,7,13,7,10,10,20,10,41,SORGHUM
1899,Gujarat,Sabarakantha,476,Castor,kharif,10th to 15th August,25th Feb to 5th March,10,8,15,8,25,2,5,3,41,CASTOR
1900,Gujarat,Sabarakantha,476,Cotton,kharif,5th to 12th june,20th Feb to 3th March,5,6,12,6,20,2,3,3,41,COTTON
1901,Gujarat,Sabarakantha,476,Sesamum,kharif,15th to 23th July,25th Oct to 10th November,15,7,23,7,25,10,10,11,41,SESAMUM
1902,Gujarat,Sabarakantha,476,Groundnut,kharif,15th june to 5th July,15th Sept. to 5th Octomber,15,6,5,7,15,9,5,10,41,GROUNDNUT
1904,Gujarat,Sabarakantha,476,Rice,kharif,10th June to 15th July,15th Octo. to 15th Nov.,10,6,15,7,15,10,15,11,41,RICE
1905,Gujarat,Sabarakantha,476,Maize,kharif,10th July to 13th July,10th to 20th October.,10,7,13,7,10,10,20,10,41,MAIZE
1906,Gujarat,Sabarakantha,476,Tur,kharif,15th June to 15th July,25th Nov. to 10th Jan.,15,6,15,7,25,11,10,1,41,PIGEONPEA
1907,Gujarat,Sabarakantha,476,Wheat,Rabi,5th to 10th November,10th to 25th March,5,11,10,11,10,3,25,3,42,WHEAT
1908,Gujarat,Sabarakantha,476,Gram,Rabi,20th to 23th Octomber,20th to 5th March,20,10,23,10,20,3,5,3,42,CHICKPEA
1909,Gujarat,Sabarakantha,476,Mustard,Rabi,25th to 30th October,15th to 20th February,25,10,30,10,15,2,20,2,42,RAPESEEDANDMUSTARD
1912,Gujarat,Sabarakantha,476,Potato,Rabi,15th Nov to 15th Dec,15th Feb to 15th March,15,11,15,12,15,2,15,3,42,POTATOES
1914,Gujarat,Sabarakantha,476,Pearl millet,Summer,18th to 25th February,18th to 30th May,18,2,25,2,18,5,30,5,42,PEARLMILLET
1917,Gujarat,Sabarakantha,476,Groundnut,Summer,10th jan to 15th March,10th May to 25th May,10,1,15,3,10,5,25,5,42,GROUNDNUT
1918,Gujarat,Arvalli,922,Pearl millet,kharif,25th to 30th june,27th Sept to 5th Octo,25,6,30,6,27,9,5,10,42,PEARLMILLET
1919,Gujarat,Arvalli,922,Sorghum,kharif,10th july to 13th july,10th to 20th October,10,7,13,7,10,10,20,10,42,SORGHUM
1923,Gujarat,Arvalli,922,Castor,kharif,10th to 15th August,25th Feb to 5th March,10,8,15,8,25,2,5,3,42,CASTOR
1924,Gujarat,Arvalli,922,Cotton,kharif,5th to 12th june,20th Feb to 3th March,5,6,12,6,20,2,3,3,42,COTTON
1925,Gujarat,Arvalli,922,Sesamum,kharif,15th to 23th July,25th Oct to 10th November,15,7,23,7,25,10,10,11,42,SESAMUM
1926,Gujarat,Arvalli,922,Groundnut,kharif,15th june to 5th July,15th Sept. to 5th Octomber,15,6,5,7,15,9,5,10,42,GROUNDNUT
1928,Gujarat,Arvalli,922,Rice,kharif,10th June to 15th July,15th Octo. to 15th Nov.,10,6,15,7,15,10,15,11,42,RICE
1929,Gujarat,Arvalli,922,Maize,kharif,10th July to 13th July,10th to 20th October.,10,7,13,7,10,10,20,10,42,MAIZE
1930,Gujarat,Arvalli,922,Tur,kharif,15th June to 15th July,25th Nov. to 10th Jan.,15,6,15,7,25,11,10,1,42,PIGEONPEA
1931,Gujarat,Arvalli,922,Wheat,Rabi,5th to 10th November,10th to 25th March,5,11,10,11,10,3,25,3,42,WHEAT
1932,Gujarat,Arvalli,922,Gram,Rabi,20th to 23th Octomber,20th to 5th March,20,10,23,10,20,3,5,3,42,CHICKPEA
1933,Gujarat,Arvalli,922,Mustard,Rabi,25th to 30th October,15th to 20th February,25,10,30,10,15,2,20,2,42,RAPESEEDANDMUSTARD
1936,Gujarat,Arvalli,922,Potato,Rabi,15th Nov to 15th Dec,15th Feb to 15th March,15,11,15,12,15,2,15,3,42,POTATOES
1937,Gujarat,Arvalli,922,Pearl millet,Summer,18th to 25th February,18th to 30th May,18,2,25,2,18,5,30,5,42,PEARLMILLET
1940,Gujarat,Junagadh,476,Groundnut,kharif,May-June,Oct-Nov,15,5,15,6,15,10,15,11,42,GROUNDNUT
1942,Gujarat,Junagadh,476,Sesamum,kharif,June-July,Oct-Nov,15,6,15,7,15,10,15,11,42,SESAMUM
1945,Gujarat,Junagadh,476,Onion,Rabi,Oct-Nov,March-April,15,10,15,11,15,3,15,4,42,ONION
1948,Gujarat,Junagadh,476,Gram,Rabi,Oct-Nov,Jan-Feb,15,10,15,11,15,1,15,2,42,CHICKPEA
1949,Gujarat,Junagadh,476,Moong,Summer,Feb-March,May-June,15,2,15,3,15,5,15,6,42,MINORPULSES
1953,Gujarat,Gir somnath,921,Groundnut,kharif,May-June,Oct-Nov,15,5,15,6,15,10,15,11,42,GROUNDNUT
1955,Gujarat,Gir somnath,921,Sesamum,kharif,June-July,Oct-Nov,15,6,15,7,15,10,15,11,43,SESAMUM
1958,Gujarat,Gir somnath,921,Onion,Rabi,Oct-Nov,March-April,15,10,15,11,15,3,15,4,43,ONION
1961,Gujarat,Gir somnath,921,Gram,Rabi,Oct-Nov,Jan-Feb,15,10,15,11,15,1,15,2,43,CHICKPEA
1962,Gujarat,Gir somnath,921,Sugarcane,Rabi,Oct-Nov,Feb-March (Next Year),15,10,15,11,15,2,15,3,43,SUGARCANE
1963,Gujarat,Gir somnath,921,Moong,Summer,Feb-March,May-June,15,2,15,3,15,5,15,6,43,MINORPULSES
1967,Gujarat,Porbandar,478,Groundnut,kharif,May-June,Oct-Nov,15,5,15,6,15,10,15,11,43,GROUNDNUT
1972,Gujarat,Porbandar,478,Sorghum,Rabi,Oct-Nov,Jan-Feb,15,10,15,11,15,1,15,2,43,SORGHUM
1973,Gujarat,Porbandar,478,Gram,Rabi,Oct-Nov,Jan-Feb,15,10,15,11,15,1,15,2,43,CHICKPEA
1974,Gujarat,Porbandar,478,Moong,Summer,Feb-March,May-June,15,2,15,3,15,5,15,6,43,MINORPULSES
1975,Gujarat,Porbandar,478,Sesamum,Summer,Feb-March,May-June,15,2,15,3,15,5,15,6,43,SESAMUM
1976,Gujarat,Amreli,480,Groundnut,Kharif,May-June,Oct-Nov,15,5,15,6,15,10,15,11,43,GROUNDNUT
1979,Gujarat,Amreli,480,Sesamum,Kharif,June-July,Oct-Nov,15,6,15,7,15,10,15,11,43,SESAMUM
1982,Gujarat,Amreli,480,Onion,Rabi,Oct-Nov,March-April,15,10,15,11,15,3,15,4,43,ONION
1985,Gujarat,Amreli,480,Gram,Rabi,Oct-Nov,Jan-Feb,15,10,15,11,15,1,15,2,43,CHICKPEA
1986,Gujarat,Amreli,480,Sugarcane,Rabi,Oct-Nov,Feb-March (Next Year),15,10,15,11,15,2,15,3,43,SUGARCANE
1987,Gujarat,Amreli,480,Moong,Summer,Feb-March,May-June,15,2,15,3,15,5,15,6,43,MINORPULSES
1991,Gujarat,Bhavnagar,481,Groundnut,Kharif,May-June,Oct-Nov,15,5,15,6,15,10,15,11,43,GROUNDNUT
1994,Gujarat,Bhavnagar,481,Sesamum,Kharif,June-July,Oct-Nov,15,6,15,7,15,10,15,11,43,SESAMUM
1998,Gujarat,Bhavnagar,481,Onion,Rabi,Oct-Nov,March-April,15,10,15,11,15,3,15,4,43,ONION
2001,Gujarat,Bhavnagar,481,Sorghum,Rabi,Oct-Nov,Jan-Feb,15,10,15,11,15,1,15,2,43,SORGHUM
2002,Gujarat,Bhavnagar,481,Gram,Rabi,Oct-Nov,Jan-Feb,15,10,15,11,15,1,15,2,43,CHICKPEA
2003,Gujarat,Bhavnagar,481,Sugarcane,Rabi,Oct-Nov,Feb-March (Next Year),15,10,15,11,15,2,15,3,44,SUGARCANE
2004,Gujarat,Bhavnagar,481,Moong,Summer,Feb-March,May-June,15,2,15,3,15,5,15,6,44,MINORPULSES
2008,Gujarat,Botad,923,Groundnut,kharif,May-June,Oct-Nov,15,5,15,6,15,10,15,11,44,GROUNDNUT
2011,Gujarat,Botad,923,Sesamum,kharif,June-July,Oct-Nov,15,6,15,7,15,10,15,11,44,SESAMUM
2015,Gujarat,Botad,923,Onion,Rabi,Oct-Nov,March-April,15,10,15,11,15,3,15,4,44,ONION
2018,Gujarat,Botad,923,Sorghum,Rabi,Oct-Nov,Jan-Feb,15,10,15,11,15,1,15,2,44,SORGHUM
2019,Gujarat,Botad,923,Gram,Rabi,Oct-Nov,Jan-Feb,15,10,15,11,15,1,15,2,44,CHICKPEA
2021,Gujarat,Vadodara,486,Paddy,kharif,15 June -15 July,October,15,6,15,7,15,10,15,10,44,RICE
2022,Gujarat,Vadodara,486,Tur,kharif,Sep- Mid Octo,March,15,9,15,10,15,3,15,3,44,PIGEONPEA
2023,Gujarat,Vadodara,486,Castor,kharif,15 July.- 15 Aug.,December,15,7,15,8,15,12,15,12,44,CASTOR
2024,Gujarat,Vadodara,486,Cotton,kharif,15 May- 30 June,February,15,5,30,6,15,2,15,2,44,COTTON
2025,Gujarat,Vadodara,486,Soyabean,kharif,15 July-30 July,December,15,7,30,7,15,12,15,12,44,SOYABEAN
2026,Gujarat,Vadodara,486,Wheat,Rabi,15 Nov.-25 Dec.,April,15,11,25,12,15,4,15,4,44,WHEAT
2027,Gujarat,Vadodara,486,Maize,Rabi,15 Nov.-15 Dec.,April,15,11,15,12,15,4,15,4,44,MAIZE
2028,Gujarat,Chhotaudepur,476,Paddy,Kharif,15 June -15 July,October,15,6,15,7,15,10,15,10,44,RICE
2029,Gujarat,Chhotaudepur,476,Maize,Kharif,15 June-30 July,November,15,6,30,7,15,11,15,11,44,MAIZE
2030,Gujarat,Chhotaudepur,476,Tur,Kharif,Sep- Mid Octo,March,15,9,15,10,15,3,15,3,44,PIGEONPEA
2032,Gujarat,Chhotaudepur,476,Soyabean,Kharif,15 July-30 July,December,15,7,30,7,15,12,15,12,44,SOYABEAN
2033,Gujarat,Chhotaudepur,476,Cotton,Kharif,15 May- 30 June,February,15,5,30,6,15,2,15,2,44,COTTON
2034,Gujarat,Chhotaudepur,476,Maize,Rabi,15 Nov.-15 Dec.,April,15,11,15,12,15,4,15,4,44,MAIZE
2035,Gujarat,Bharuch,488,Paddy,kharif,15 June -15 July,October,15,6,15,7,15,10,15,10,44,RICE
2036,Gujarat,Bharuch,488,Tur,kharif,Sep- Mid Octo,March,15,9,15,10,15,3,15,3,44,PIGEONPEA
2037,Gujarat,Bharuch,488,Castor,kharif,15 July.- 15 Aug.,December,15,7,15,8,15,12,15,12,44,CASTOR
2038,Gujarat,Bharuch,488,Cotton,kharif,15 May- 30 June,February,15,5,30,6,15,2,15,2,44,COTTON
2039,Gujarat,Bharuch,488,Soyabean,kharif,15 July-30 July,December,15,7,30,7,15,12,15,12,44,SOYABEAN
2040,Gujarat,Bharuch,488,Wheat,Rabi,15 Nov.-25 Dec.,April,15,11,25,12,15,4,15,4,44,WHEAT
2041,Gujarat,Narmada,487,Paddy,kharif,15 June -15 July,October,15,6,15,7,15,10,15,10,44,RICE
2042,Gujarat,Narmada,487,Tur,kharif,Sep- Mid Octo,March,15,9,15,10,15,3,15,3,44,PIGEONPEA
2043,Gujarat,Narmada,487,Castor,kharif,15 July.- 15 Aug.,December,15,7,15,8,15,12,15,12,44,CASTOR
2044,Gujarat,Narmada,487,Cotton,kharif,15 May- 30 June,February,15,5,30,6,15,2,15,2,44,COTTON
2045,Gujarat,Narmada,487,Soyabean,kharif,15 July-30 July,December,15,7,30,7,15,12,15,12,44,SOYABEAN
2046,Gujarat,Narmada,487,Maize,kharif,15 June-30 July,November,15,6,30,7,15,11,15,11,44,MAIZE
2047,Gujarat,Narmada,487,Wheat,Rabi,15 Nov.-25 Dec.,April,15,11,25,12,15,4,15,4,44,WHEAT
2048,Gujarat,Panchmahal,476,Paddy,kharif,15 June -15 July,October,15,6,15,7,15,10,15,10,44,RICE
2049,Gujarat,Panchmahal,476,Tur,kharif,Sep- Mid Octo,March,15,9,15,10,15,3,15,3,44,PIGEONPEA
2050,Gujarat,Panchmahal,476,Castor,kharif,15 July.- 15 Aug.,December,15,7,15,8,15,12,15,12,44,CASTOR
2051,Gujarat,Panchmahal,476,Cotton,kharif,15 May- 30 June,February,15,5,30,6,15,2,15,2,44,COTTON
2052,Gujarat,Panchmahal,476,Soyabean,kharif,15 July-30 July,December,15,7,30,7,15,12,15,12,45,SOYABEAN
2053,Gujarat,Panchmahal,476,Maize,kharif,15 June-30 July,November,15,6,30,7,15,11,15,11,45,MAIZE
2054,Gujarat,Panchmahal,476,Wheat,Rabi,15 Nov.-25 Dec.,April,15,11,25,12,15,4,15,4,45,WHEAT
2055,Gujarat,Panchmahal,476,Maize,Rabi,15 Nov.-15 Dec.,April,15,11,15,12,15,4,15,4,45,MAIZE
2056,Gujarat,Mahisagar,926,Paddy,kharif,15 June -15 July,October,15,6,15,7,15,10,15,10,45,RICE
2057,Gujarat,Mahisagar,926,Tur,kharif,Sep- Mid Octo,March,15,9,15,10,15,3,15,3,45,PIGEONPEA
2058,Gujarat,Mahisagar,926,Castor,kharif,15 July.- 15 Aug.,December,15,7,15,8,15,12,15,12,45,CASTOR
2059,Gujarat,Mahisagar,926,Cotton,kharif,15 May- 30 June,February,15,5,30,6,15,2,15,2,45,COTTON
2060,Gujarat,Mahisagar,926,Soyabean,kharif,15 July -30 July,December,15,7,30,7,15,12,15,12,45,SOYABEAN
2061,Gujarat,Mahisagar,926,Maize,kharif,15 June-30 July,November,15,6,30,7,15,11,15,11,45,MAIZE
2062,Gujarat,Mahisagar,926,Wheat,Rabi,15 Nov.-25 Dec.,April,15,11,25,12,15,4,15,4,45,WHEAT
2063,Gujarat,Mahisagar,926,Maize,Rabi,15 Nov.-15 Dec.,April,15,11,15,12,15,4,15,4,45,MAIZE
2064,Gujarat,Dahod,476,Paddy,Kharif,15 June -15 July,October,15,6,15,7,15,10,15,10,45,RICE
2065,Gujarat,Dahod,476,Tur,Kharif,Sep- Mid Octo,March,15,9,15,10,15,3,15,3,45,PIGEONPEA
2066,Gujarat,Dahod,476,Soyabean,Kharif,15 July -30 July,December,15,7,30,7,15,12,15,12,45,SOYABEAN
2067,Gujarat,Dahod,476,Maize,Kharif,15 June-30 July,November,15,6,30,7,15,11,15,11,45,MAIZE
2069,Gujarat,Dahod,476,Wheat,Rabi,15 Nov.-25 Dec.,April,15,11,25,12,15,4,15,4,45,WHEAT
2070,Gujarat,Dahod,476,Maize,Rabi,15 Nov.-15 Dec.,April,15,11,15,12,15,4,15,4,45,MAIZE
2071,Gujarat,Ahmedabad,474,Paddy,Kharif,1 July -15 Aug,Second week of October,1,7,15,8,11,10,11,10,45,RICE
2073,Gujarat,Ahmedabad,474,Cotton,Kharif,IR 15 May-15 June/ Unirrain,Oct-January/Feb-March,15,5,15,6,15,10,15,3,45,COTTON
2074,Gujarat,Ahmedabad,474,Castor,Kharif,First week of August,Dec-Feb,4,8,4,8,15,12,15,2,45,CASTOR
2075,Gujarat,Ahmedabad,474,Wheat,Rabi,Unirri oct 2/irri Nov,March,2,0,2,0,15,3,15,3,45,WHEAT
2077,Gujarat,Ahmedabad,474,Gram,Rabi,Second week of October,February,11,10,11,10,15,2,15,2,45,CHICKPEA
2078,Gujarat,Kheda,483,Paddy,Kharif,First week of june,Second week of October,4,6,4,6,11,10,11,10,45,RICE
2080,Gujarat,Kheda,483,Maize,Kharif,15 Jun-15 July,Oct 3 Week,15,6,15,7,18,10,18,10,45,MAIZE
2083,Gujarat,Kheda,483,Moong,Kharif,June-July,September,15,6,15,7,15,9,15,9,45,MINORPULSES
2085,Gujarat,Kheda,483,Urad,Kharif,First week of June,September,4,6,4,6,15,9,15,9,45,MINORPULSES
2086,Gujarat,Kheda,483,Groundnut,Kharif,May-June,Nov-Dec,15,5,15,6,15,11,15,12,45,GROUNDNUT
2087,Gujarat,Kheda,483,Sesamum,Kharif,June-July,Nov-Dec,15,6,15,7,15,11,15,12,45,SESAMUM
2088,Gujarat,Kheda,483,Castor,Kharif,August,March-April,15,8,15,8,15,3,15,4,45,CASTOR
2089,Gujarat,Kheda,483,Soyabean,Kharif,First week of June,-,4,6,4,6,0,0,0,0,45,SOYABEAN
2090,Gujarat,Kheda,483,Cotton,Kharif,May-June,Dec-Feb,15,5,15,6,15,12,15,2,45,COTTON
2093,Gujarat,Kheda,483,Vegetables,Kharif,June-July-Aug,1.5 to 2 month after first Pikking,15,6,15,8,15,0,2,0,45,VEGETABLES
2095,Gujarat,Kheda,483,Wheat,Rabi,Nov-Dec,-,15,11,15,12,0,0,0,0,45,WHEAT
2097,Gujarat,Kheda,483,Maize,Rabi,June-July,Oct-Nov,15,6,15,7,15,10,15,11,45,MAIZE
2098,Gujarat,Kheda,483,Gram,Rabi,Oct-Nov,Feb-March,15,10,15,11,15,2,15,3,45,CHICKPEA
2099,Gujarat,Kheda,483,Mustard,Rabi,Oct-15,February,15,10,15,10,15,2,15,2,45,RAPESEEDANDMUSTARD
2100,Gujarat,Kheda,483,Castor,Rabi,Oct-Nov,May-June,15,10,15,11,15,5,15,6,45,CASTOR
2110,Gujarat,Kheda,483,Potato,Rabi,Octo-Nov,Feb-March,15,10,15,11,15,2,15,3,46,POTATOES
2111,Gujarat,Kheda,483,Vegetables,Rabi,Nov-Jan,,15,11,15,1,0,0,0,0,46,VEGETABLES
2112,Gujarat,Kheda,483,Fodder,Rabi,2 week of November,second week of january,11,11,11,11,11,1,11,1,46,FODDER
2113,Gujarat,Kheda,483,Paddy,Summer,First week of March,second week of May,4,3,4,3,11,5,11,5,46,RICE
2115,Gujarat,Kheda,483,Maize,Summer,First week of March,May-June,4,3,4,3,15,5,15,6,46,MAIZE
2117,Gujarat,Kheda,483,Urad,Summer,Feb-March second,May-June,15,2,15,3,15,5,15,6,46,MINORPULSES
2119,Gujarat,Kheda,483,Vegetables,Summer,feb-march,-,15,2,15,3,0,0,0,0,46,VEGETABLES
2124,Gujarat,Anand,482,Maize,Kharif,3rd week of june-4th week of july,oct-nov,18,6,25,7,15,10,15,11,46,MAIZE
2125,Gujarat,Anand,482,Pigeonpea,Kharif,15 june-15 july,Dec,15,6,15,7,15,12,15,12,46,PIGEONPEA
2127,Gujarat,Anand,482,Sesamum,Kharif,1st week of july,oct-nov,4,7,4,7,15,10,15,11,46,SESAMUM
2128,Gujarat,Anand,482,Castor,Kharif,2nd week of sep,1st week of march,11,9,11,9,4,3,4,3,46,CASTOR
2129,Gujarat,Anand,482,Soyabean,Kharif,3rd week of june-1st week of july,sep -oct,18,6,4,7,15,9,15,10,46,SOYABEAN
2130,Gujarat,Anand,482,Cotton,Kharif,2nd week of june,1st week nov to 1st week dec,11,6,11,6,4,11,4,12,46,COTTON
2132,Gujarat,Anand,482,Groundnut,Kharif,jun- july,nov-dec,15,6,15,7,15,11,15,12,46,GROUNDNUT
2135,Gujarat,Anand,482,Wheat,Rabi,20-30 nov,25 feb-10 march,20,11,30,11,25,2,10,3,46,WHEAT
2137,Gujarat,Anand,482,Maize,Rabi,3rd week oct to 2nd week nov,3nd week of feb-1st week march,18,10,11,11,11,2,4,3,46,MAIZE
2139,Gujarat,Anand,482,Gram,Rabi,15 oct to 15 nov,20-28 feb,15,10,15,11,20,2,28,2,46,CHICKPEA
2140,Gujarat,Anand,482,Mustard,Rabi,2nd week oct,10-20 feb,11,10,11,10,10,2,20,2,46,RAPESEEDANDMUSTARD
2141,Gujarat,Anand,482,Potato,Rabi,25 oct -25 nov,2ns week of feb -1st week of march,25,10,25,11,2,0,4,3,46,POTATOES
2147,Gujarat,Anand,482,Paddy,Summer,1 st week of feb,may,1,0,1,0,15,5,15,5,46,RICE
2149,Gujarat,Gandhinagar,473,Paddy,Kharif,June-July,Oct.-Nov.,15,6,15,7,15,10,15,11,46,RICE
2150,Gujarat,Gandhinagar,473,Pearlmillet,Kharif,June-July,Sept-Octo.,15,6,15,7,15,9,15,10,47,PEARLMILLET
2151,Gujarat,Gandhinagar,473,Sorghum,Kharif,June-July,Sept-Octo.,15,6,15,7,15,9,15,10,47,SORGHUM
2152,Gujarat,Gandhinagar,473,Maize,Kharif,June-July,Sept-Octo.,15,6,15,7,15,9,15,10,47,MAIZE
2155,Gujarat,Gandhinagar,473,Pigeonpea,Kharif,July,October,15,7,15,7,15,10,15,10,47,PIGEONPEA
2159,Gujarat,Gandhinagar,473,Cotton,Kharif,May,Nov.-Dec.,15,5,15,5,15,11,15,12,47,COTTON
2160,Gujarat,Gandhinagar,473,Groundnut,Kharif,July- Aug,Nov.-Dec.,15,7,15,8,15,11,15,12,47,GROUNDNUT
2161,Gujarat,Gandhinagar,473,Sesamum,Kharif,June-July,October,15,6,15,7,15,10,15,10,47,SESAMUM
2162,Gujarat,Gandhinagar,473,Castor,Kharif,Aug,December,15,8,15,8,15,12,15,12,47,CASTOR
2165,Gujarat,Gandhinagar,473,Sorghum,Kharif,June-July,Octo-Nov.,15,6,15,7,15,10,15,11,47,SORGHUM
2166,Gujarat,Gandhinagar,473,Maize,Kharif,June-July,Octo-Nov.,15,6,15,7,15,10,15,11,47,MAIZE
2167,Gujarat,Gandhinagar,473,Wheat,Rabi,Nov.,March,15,11,15,11,15,3,15,3,47,WHEAT
2168,Gujarat,Gandhinagar,473,Sorghum,Rabi,January,April,15,1,15,1,15,4,15,4,47,SORGHUM
2169,Gujarat,Gandhinagar,473,Gram,Rabi,Octo-Nov,Feb-March,15,10,15,11,15,2,15,3,47,CHICKPEA
2170,Gujarat,Gandhinagar,473,Mustard,Rabi,Oct.,Feb-March,15,10,15,10,15,2,15,3,47,RAPESEEDANDMUSTARD
2175,Gujarat,Gandhinagar,473,Potato,Rabi,Oct.,January-Feb.,15,10,15,10,15,1,15,2,47,POTATOES
2177,Gujarat,Gandhinagar,473,Sorghum,Summer,March,June,15,3,15,3,15,6,15,6,47,SORGHUM
2178,Gujarat,Gandhinagar,473,Pearlmillet,Summer,Feb.,May,15,2,15,2,15,5,15,5,47,PEARLMILLET
2179,Gujarat,Gandhinagar,473,Maize,Summer,Feb.,May-June,15,2,15,2,15,5,15,6,47,MAIZE
2182,Gujarat,Gandhinagar,473,Sesamum,Summer,January,May,15,1,15,1,15,5,15,5,47,SESAMUM
2183,Gujarat,Gandhinagar,473,Groundnut,Summer,January,May,15,1,15,1,15,5,15,5,47,GROUNDNUT
2185,Gujarat,Gandhinagar,473,Sorghum,Summer,March,May,15,3,15,3,15,5,15,5,47,SORGHUM
2186,Rajashthan,Ajmer,119,Sorghum,Kharif,15 June- 25 July,15- 30 Sep,15,6,25,7,15,9,30,9,47,SORGHUM
2187,Rajashthan,Ajmer,119,Maize,Kharif,25 June- 15 July,15- 30 Oct,25,6,15,7,15,10,30,10,47,MAIZE
2188,Rajashthan,Ajmer,119,Paddy,Kharif,15 June- 30 June,25 Sep- 05 Oct,15,6,30,6,25,9,5,10,47,RICE
