Sl_No,State,District,District_Code,Crop,Season,Sowing_Period,Harvesting_Period,Sow_From_Day,Sow_From_Mon,Sow_To_Day,Sow_To_Mon,Harv_From_Day,Harv_From_Mon,Harv_To_Day,Harv_To_Mon,PDF_Page,Selector_Crop_Category
5696,Chattisgarh,Gariaband,908,GRAM,,Nov II W -Dec II W,March III W -April I W,11,11,11,12,18,3,4,4,125,CHICKPEA
5698,Chattisgarh,Gariaband,908,LENTIL,,Oct II W -Nov IV W,Jan IV W -Feb IV W,11,10,25,11,25,1,25,2,125,MINORPULSES
5704,Chattisgarh,Gariaband,908,LINSEED,,Oct I W -Nov III W,Feb II W -March III W,4,10,18,11,11,2,18,3,125,LINSEED
5705,Chattisgarh,Gariaband,908,SAFFLOWER,,Oct I W -Nov III W,Feb II W -March III W,4,10,18,11,11,2,18,3,125,SAFFLOWER
5706,Chattisgarh,Gariaband,908,SUNFLOWER,,Sept III W -Oct IW,Feb II W -Feb IV W,18,9,4,10,11,2,25,2,125,SUNFLOWER
5709,Chattisgarh,Gariaband,908,SUGARCANE,,Oct I W -March IV W,Oct I W -March IV W,4,10,25,3,4,10,25,3,125,SUGARCANE
5710,Chattisgarh,Mahasamund,411,PADDY,,June II W -July II W,Nov I W -III W,11,6,11,7,4,11,3,11,125,RICE
5711,Chattisgarh,Mahasamund,411,Maize,,June III W -July I W,Oct I W -Oct II W,18,6,4,7,4,10,11,10,125,MAIZE
5713,Chattisgarh,Mahasamund,411,TUR,,June IV W -July II W,Dec IV W -Jan III W,25,6,11,7,25,12,18,1,125,PIGEONPEA
5715,Chattisgarh,Mahasamund,411,MOONG,,June IV W -July II W,Sept II W -Oct I W,25,6,11,7,11,9,4,10,125,MINORPULSES
5717,Chattisgarh,Mahasamund,411,GROUNDNUT,,July I W -July II W,Oct II W -III W,4,7,11,7,11,10,3,10,125,GROUNDNUT
5719,Chattisgarh,Mahasamund,411,SESAMUM,,July II W - IV W,Oct II W -IV W,11,7,11,7,11,10,11,10,125,SESAMUM
5721,Chattisgarh,Mahasamund,411,WHEAT,,Nov III W - Dec II W,March III W -April I W,18,11,11,12,18,3,4,4,125,WHEAT
5724,Chattisgarh,Mahasamund,411,GRAM,,Nov II W -Dec II W,March III W -April I W,11,11,11,12,18,3,4,4,125,CHICKPEA
5726,Chattisgarh,Mahasamund,411,LENTIL,,Oct II W -Nov IV W,Jan IV W -Feb IV W,11,10,25,11,25,1,25,2,125,MINORPULSES
5732,Chattisgarh,Mahasamund,411,LINSEED,,Oct I W -Nov III W,Feb II W -March III W,4,10,18,11,11,2,18,3,125,LINSEED
5733,Chattisgarh,Mahasamund,411,SAFFLOWER,,Oct I W -Nov III W,Feb II W -March III W,4,10,18,11,11,2,18,3,125,SAFFLOWER
5737,Chattisgarh,Mahasamund,411,SUGARCANE,,Oct I W -March IV W,Oct I W -March IV W,4,10,25,3,4,10,25,3,125,SUGARCANE
5738,Chattisgarh,Dhamtari,412,PADDY,,June II W -July II W,Nov I W -III W,11,6,11,7,4,11,3,11,125,RICE
5739,Chattisgarh,Dhamtari,412,Maize,,June III W -July I W,Oct I W -Oct II W,18,6,4,7,4,10,11,10,125,MAIZE
5741,Chattisgarh,Dhamtari,412,TUR,,June IV W -July II W,Dec IV W -Jan III W,25,6,11,7,25,12,18,1,126,PIGEONPEA
5743,Chattisgarh,Dhamtari,412,MOONG,,June IV W -July II W,Sept II W -Oct I W,25,6,11,7,11,9,4,10,126,MINORPULSES
5745,Chattisgarh,Dhamtari,412,GROUNDNUT,,July I W -July II W,Oct II W -III W,4,7,11,7,11,10,3,10,126,GROUNDNUT
5747,Chattisgarh,Dhamtari,412,SESAMUM,,July II W - IV W,Oct II W -IV W,11,7,11,7,11,10,11,10,126,SESAMUM
5749,Chattisgarh,Dhamtari,412,WHEAT,,Nov III W - Dec II W,March III W -April I W,18,11,11,12,18,3,4,4,126,WHEAT
5752,Chattisgarh,Dhamtari,412,GRAM,,Nov II W -Dec II W,March III W -April I W,11,11,11,12,18,3,4,4,126,CHICKPEA
5754,Chattisgarh,Dhamtari,412,LENTIL,,Oct II W -Nov IV W,Jan IV W -Feb IV W,11,10,25,11,25,1,25,2,126,MINORPULSES
5760,Chattisgarh,Dhamtari,412,LINSEED,,Oct I W -Nov III W,Feb II W -March III W,4,10,18,11,11,2,18,3,126,LINSEED
5761,Chattisgarh,Dhamtari,412,SAFFLOWER,,Oct I W -Nov III W,Feb II W -March III W,4,10,18,11,11,2,18,3,126,SAFFLOWER
5765,Chattisgarh,Dhamtari,412,SUGARCANE,,Oct I W -March IV W,Oct I W -March IV W,4,10,25,3,4,10,25,3,126,SUGARCANE
5766,Chattisgarh,Durg,409,PADDY,,June II W -July II W,Nov I W -III W,11,6,11,7,4,11,3,11,126,RICE
5767,Chattisgarh,Durg,409,Maize,,June III W -July I W,Oct I W -Oct II W,18,6,4,7,4,10,11,10,126,MAIZE
5769,Chattisgarh,Durg,409,TUR,,June IV W -July II W,Dec IV W -Jan III W,25,6,11,7,25,12,18,1,126,PIGEONPEA
5771,Chattisgarh,Durg,409,MOONG,,June IV W -July II W,Sept II W -Oct I W,25,6,11,7,11,9,4,10,126,MINORPULSES
5773,Chattisgarh,Durg,409,GROUNDNUT,,July I W -July II W,Oct II W -III W,4,7,11,7,11,10,3,10,126,GROUNDNUT
5774,Chattisgarh,Durg,409,SOYABEAN,,June IV W -July II W,Oct I W -II W,25,6,11,7,4,10,2,10,126,SOYABEAN
5775,Chattisgarh,Durg,409,SESAMUM,,July II W - IV W,Oct II W -IV W,11,7,11,7,11,10,11,10,126,SESAMUM
5777,Chattisgarh,Durg,409,WHEAT,,Nov III W - Dec II W,March III W -April I W,18,11,11,12,18,3,4,4,126,WHEAT
5780,Chattisgarh,Durg,409,GRAM,,Nov II W -Dec II W,March III W -April I W,11,11,11,12,18,3,4,4,126,CHICKPEA
5782,Chattisgarh,Durg,409,LENTIL,,Oct II W -Nov IV W,Jan IV W -Feb IV W,11,10,25,11,25,1,25,2,126,MINORPULSES
5788,Chattisgarh,Durg,409,LINSEED,,Oct I W -Nov III W,Feb II W -March III W,4,10,18,11,11,2,18,3,126,LINSEED
5789,Chattisgarh,Durg,409,SAFFLOWER,,Oct I W -Nov III W,Feb II W -March III W,4,10,18,11,11,2,18,3,127,SAFFLOWER
5793,Chattisgarh,Durg,409,SUGARCANE,,Oct I W -March IV W,Oct I W -March IV W,4,10,25,3,4,10,25,3,127,SUGARCANE
5794,Chattisgarh,Balod,904,PADDY,,June II W -July II W,Nov I W -III W,11,6,11,7,4,11,3,11,127,RICE
5795,Chattisgarh,Balod,904,Maize,,June III W -July I W,Oct I W -Oct II W,18,6,4,7,4,10,11,10,127,MAIZE
5797,Chattisgarh,Balod,904,TUR,,June IV W -July II W,Dec IV W -Jan III W,25,6,11,7,25,12,18,1,127,PIGEONPEA
5799,Chattisgarh,Balod,904,MOONG,,June IV W -July II W,Sept II W -Oct I W,25,6,11,7,11,9,4,10,127,MINORPULSES
5801,Chattisgarh,Balod,904,GROUNDNUT,,July I W -July II W,Oct II W -III W,4,7,11,7,11,10,3,10,127,GROUNDNUT
5803,Chattisgarh,Balod,904,SESAMUM,,July II W - IV W,Oct II W -IV W,11,7,11,7,11,10,11,10,127,SESAMUM
5805,Chattisgarh,Balod,904,WHEAT,,Nov III W - Dec II W,March III W -April I W,18,11,11,12,18,3,4,4,127,WHEAT
5808,Chattisgarh,Balod,904,GRAM,,Nov II W -Dec II W,March III W -April I W,11,11,11,12,18,3,4,4,127,CHICKPEA
5810,Chattisgarh,Balod,904,LENTIL,,Oct II W -Nov IV W,Jan IV W -Feb IV W,11,10,25,11,25,1,25,2,127,MINORPULSES
5816,Chattisgarh,Balod,904,LINSEED,,Oct I W -Nov III W,Feb II W -March III W,4,10,18,11,11,2,18,3,127,LINSEED
5817,Chattisgarh,Balod,904,SAFFLOWER,,Oct I W -Nov III W,Feb II W -March III W,4,10,18,11,11,2,18,3,127,SAFFLOWER
5818,Chattisgarh,Balod,904,SUNFLOWER,,Sept III W -Oct IW,Feb II W -Feb IV W,18,9,4,10,11,2,25,2,127,SUNFLOWER
5821,Chattisgarh,Balod,904,SUGARCANE,,Oct I W -March IV W,Oct I W -March IV W,4,10,25,3,4,10,25,3,127,SUGARCANE
5822,Chattisgarh,Bemetara,907,PADDY,,June II W -July II W,Nov I W -III W,11,6,11,7,4,11,3,11,127,RICE
5823,Chattisgarh,Bemetara,907,Maize,,June III W -July I W,Oct I W -Oct II W,18,6,4,7,4,10,11,10,127,MAIZE
5825,Chattisgarh,Bemetara,907,TUR,,June IV W -July II W,Dec IV W -Jan III W,25,6,11,7,25,12,18,1,127,PIGEONPEA
5827,Chattisgarh,Bemetara,907,MOONG,,June IV W -July II W,Sept II W -Oct I W,25,6,11,7,11,9,4,10,127,MINORPULSES
5829,Chattisgarh,Bemetara,907,GROUNDNUT,,July I W -July II W,Oct II W -III W,4,7,11,7,11,10,3,10,127,GROUNDNUT
5830,Chattisgarh,Bemetara,907,SOYABEAN,,June IV W -July II W,Oct I W -II W,25,6,11,7,4,10,2,10,127,SOYABEAN
5831,Chattisgarh,Bemetara,907,SESAMUM,,July II W - IV W,Oct II W -IV W,11,7,11,7,11,10,11,10,127,SESAMUM
5833,Chattisgarh,Bemetara,907,WHEAT,,Nov III W - Dec II W,March III W -April I W,18,11,11,12,18,3,4,4,127,WHEAT
5836,Chattisgarh,Bemetara,907,GRAM,,Nov II W -Dec II W,March III W -April I W,11,11,11,12,18,3,4,4,127,CHICKPEA
5838,Chattisgarh,Bemetara,907,LENTIL,,Oct II W -Nov IV W,Jan IV W -Feb IV W,11,10,25,11,25,1,25,2,128,MINORPULSES
5844,Chattisgarh,Bemetara,907,LINSEED,,Oct I W -Nov III W,Feb II W -March III W,4,10,18,11,11,2,18,3,128,LINSEED
5845,Chattisgarh,Bemetara,907,SAFFLOWER,,Oct I W -Nov III W,Feb II W -March III W,4,10,18,11,11,2,18,3,128,SAFFLOWER
5849,Chattisgarh,Bemetara,907,SUGARCANE,,Oct I W -March IV W,Oct I W -March IV W,4,10,25,3,4,10,25,3,128,SUGARCANE
5850,Chattisgarh,Rajanadgaon,408,PADDY,,June II W -July II W,Nov I W -III W,11,6,11,7,4,11,3,11,128,RICE
5851,Chattisgarh,Rajanadgaon,408,Maize,,June III W -July I W,Oct I W -Oct II W,18,6,4,7,4,10,11,10,128,MAIZE
5853,Chattisgarh,Rajanadgaon,408,TUR,,June IV W -July II W,Dec IV W -Jan III W,25,6,11,7,25,12,18,1,128,PIGEONPEA
5855,Chattisgarh,Rajanadgaon,408,MOONG,,June IV W -July II W,Sept II W -Oct I W,25,6,11,7,11,9,4,10,128,MINORPULSES
5857,Chattisgarh,Rajanadgaon,408,GROUNDNUT,,July I W -July II W,Oct II W -III W,4,7,11,7,11,10,3,10,128,GROUNDNUT
5858,Chattisgarh,Rajanadgaon,408,SOYABEAN,,June IV W -July II W,Oct I W -II W,25,6,11,7,4,10,2,10,128,SOYABEAN
5859,Chattisgarh,Rajanadgaon,408,SESAMUM,,July II W - IV W,Oct II W -IV W,11,7,11,7,11,10,11,10,128,SESAMUM
5861,Chattisgarh,Rajanadgaon,408,WHEAT,,Nov III W - Dec II W,March III W -April I W,18,11,11,12,18,3,4,4,128,WHEAT
5864,Chattisgarh,Rajanadgaon,408,GRAM,,Nov II W -Dec II W,March III W -April I W,11,11,11,12,18,3,4,4,128,CHICKPEA
5866,Chattisgarh,Rajanadgaon,408,LENTIL,,Oct II W -Nov IV W,Jan IV W -Feb IV W,11,10,25,11,25,1,25,2,128,MINORPULSES
5872,Chattisgarh,Rajanadgaon,408,LINSEED,,Oct I W -Nov III W,Feb II W -March III W,4,10,18,11,11,2,18,3,128,LINSEED
5873,Chattisgarh,Rajanadgaon,408,SAFFLOWER,,Oct I W -Nov III W,Feb II W -March III W,4,10,18,11,11,2,18,3,128,SAFFLOWER
5874,Chattisgarh,Rajanadgaon,408,SUNFLOWER,,Sept III W -Oct IW,Feb II W -Feb IV W,18,9,4,10,11,2,25,2,128,SUNFLOWER
5877,Chattisgarh,Rajanadgaon,408,SUGARCANE,,Oct I W -March IV W,Oct I W -March IV W,4,10,25,3,4,10,25,3,128,SUGARCANE
5878,Chattisgarh,Kabirdham,407,PADDY,,June II W -July II W,Nov I W -III W,11,6,11,7,4,11,3,11,128,RICE
5879,Chattisgarh,Kabirdham,407,Maize,,June III W -July I W,Oct I W -Oct II W,18,6,4,7,4,10,11,10,128,MAIZE
5881,Chattisgarh,Kabirdham,407,TUR,,June IV W -July II W,Dec IV W -Jan III W,25,6,11,7,25,12,18,1,128,PIGEONPEA
5883,Chattisgarh,Kabirdham,407,MOONG,,June IV W -July II W,Sept II W -Oct I W,25,6,11,7,11,9,4,10,128,MINORPULSES
5885,Chattisgarh,Kabirdham,407,GROUNDNUT,,July I W -July II W,Oct II W -III W,4,7,11,7,11,10,3,10,128,GROUNDNUT
5886,Chattisgarh,Kabirdham,407,SOYABEAN,,June IV W -July II W,Oct I W -II W,25,6,11,7,4,10,2,10,128,SOYABEAN
5887,Chattisgarh,Kabirdham,407,SESAMUM,,July II W - IV W,Oct II W -IV W,11,7,11,7,11,10,11,10,129,SESAMUM
5889,Chattisgarh,Kabirdham,407,WHEAT,,Nov III W - Dec II W,March III W -April I W,18,11,11,12,18,3,4,4,129,WHEAT
5892,Chattisgarh,Kabirdham,407,GRAM,,Nov II W -Dec II W,March III W -April I W,11,11,11,12,18,3,4,4,129,CHICKPEA
5894,Chattisgarh,Kabirdham,407,LENTIL,,Oct II W -Nov IV W,Jan IV W -Feb IV W,11,10,25,11,25,1,25,2,129,MINORPULSES
5900,Chattisgarh,Kabirdham,407,LINSEED,,Oct I W -Nov III W,Feb II W -March III W,4,10,18,11,11,2,18,3,129,LINSEED
5901,Chattisgarh,Kabirdham,407,SAFFLOWER,,Oct I W -Nov III W,Feb II W -March III W,4,10,18,11,11,2,18,3,129,SAFFLOWER
5905,Chattisgarh,Kabirdham,407,SUGARCANE,,Oct I W -March IV W,Oct I W -March IV W,4,10,25,3,4,10,25,3,129,SUGARCANE
5906,Chattisgarh,Bilaspur,406,PADDY,,June II W -July II W,Nov I W -III W,11,6,11,7,4,11,3,11,129,RICE
5907,Chattisgarh,Bilaspur,406,Maize,,June III W -July I W,Oct I W -Oct II W,18,6,4,7,4,10,11,10,129,MAIZE
5909,Chattisgarh,Bilaspur,406,TUR,,June IV W -July II W,Dec IV W -Jan III W,25,6,11,7,25,12,18,1,129,PIGEONPEA
5911,Chattisgarh,Bilaspur,406,MOONG,,June IV W -July II W,Sept II W -Oct I W,25,6,11,7,11,9,4,10,129,MINORPULSES
5913,Chattisgarh,Bilaspur,406,GROUNDNUT,,July I W -July II W,Oct II W -III W,4,7,11,7,11,10,3,10,129,GROUNDNUT
5914,Chattisgarh,Bilaspur,406,SOYABEAN,,June IV W -July II W,Oct I W -II W,25,6,11,7,4,10,2,10,129,SOYABEAN
5915,Chattisgarh,Bilaspur,406,SESAMUM,,July II W - IV W,Oct II W -IV W,11,7,11,7,11,10,11,10,129,SESAMUM
5917,Chattisgarh,Bilaspur,406,WHEAT,,Nov III W - Dec II W,March III W -April I W,18,11,11,12,18,3,4,4,129,WHEAT
5920,Chattisgarh,Bilaspur,406,GRAM,,Nov II W -Dec II W,March III W -April I W,11,11,11,12,18,3,4,4,129,CHICKPEA
5922,Chattisgarh,Bilaspur,406,LENTIL,,Oct II W -Nov IV W,Jan IV W -Feb IV W,11,10,25,11,25,1,25,2,129,MINORPULSES
5928,Chattisgarh,Bilaspur,406,LINSEED,,Oct I W -Nov III W,Feb II W -March III W,4,10,18,11,11,2,18,3,129,LINSEED
5929,Chattisgarh,Bilaspur,406,SAFFLOWER,,Oct I W -Nov III W,Feb II W -March III W,4,10,18,11,11,2,18,3,129,SAFFLOWER
5933,Chattisgarh,Bilaspur,406,SUGARCANE,,Oct I W -March IV W,Oct I W -March IV W,4,10,25,3,4,10,25,3,129,SUGARCANE
5934,Chattisgarh,Mungeli,910,PADDY,,June II W -July II W,Nov I W -III W,11,6,11,7,4,11,3,11,129,RICE
5935,Chattisgarh,Mungeli,910,Maize,,June III W -July I W,Oct I W -Oct II W,18,6,4,7,4,10,11,10,129,MAIZE
5939,Chattisgarh,Mungeli,910,MOONG,,June IV W -July II W,Sept II W -Oct I W,25,6,11,7,11,9,4,10,130,MINORPULSES
5941,Chattisgarh,Mungeli,910,GROUNDNUT,,July I W -July II W,Oct II W -III W,4,7,11,7,11,10,3,10,130,GROUNDNUT
5942,Chattisgarh,Mungeli,910,SOYABEAN,,June IV W -July II W,Oct I W -II W,25,6,11,7,4,10,2,10,130,SOYABEAN
5943,Chattisgarh,Mungeli,910,SESAMUM,,July II W - IV W,Oct II W -IV W,11,7,11,7,11,10,11,10,130,SESAMUM
5945,Chattisgarh,Mungeli,910,WHEAT,,Nov III W - Dec II W,March III W -April I W,18,11,11,12,18,3,4,4,130,WHEAT
5948,Chattisgarh,Mungeli,910,GRAM,,Nov II W -Dec II W,March III W -April I W,11,11,11,12,18,3,4,4,130,CHICKPEA
5950,Chattisgarh,Mungeli,910,LENTIL,,Oct II W -Nov IV W,Jan IV W -Feb IV W,11,10,25,11,25,1,25,2,130,MINORPULSES
5956,Chattisgarh,Mungeli,910,LINSEED,,Oct I W -Nov III W,Feb II W -March III W,4,10,18,11,11,2,18,3,130,LINSEED
5957,Chattisgarh,Mungeli,910,SAFFLOWER,,Oct I W -Nov III W,Feb II W -March III W,4,10,18,11,11,2,18,3,130,SAFFLOWER
5961,Chattisgarh,Mungeli,910,SUGARCANE,,Oct I W -March IV W,Oct I W -March IV W,4,10,25,3,4,10,25,3,130,SUGARCANE
5962,Chattisgarh,Jangir-Champa,405,PADDY,,June II W -July II W,Nov I W -III W,11,6,11,7,4,11,3,11,130,RICE
5963,Chattisgarh,Jangir-Champa,405,Maize,,June III W -July I W,Oct I W -Oct II W,18,6,4,7,4,10,11,10,130,MAIZE
5965,Chattisgarh,Jangir-Champa,405,TUR,,June IV W -July II W,Dec IV W -Jan III W,25,6,11,7,25,12,18,1,130,PIGEONPEA
5967,Chattisgarh,Jangir-Champa,405,MOONG,,June IV W -July II W,Sept II W -Oct I W,25,6,11,7,11,9,4,10,130,MINORPULSES
